layer,row,column,Reach,Stage,Conductanc,Bottom,,,,
1,83,184,446,753.890000,28702.540000,750.890000,,,,
1,82,184,446,753.890000,29943.760000,750.890000,,,,
1,81,184,446,753.890000,29943.760000,750.890000,,,,
1,80,184,446,753.890000,29943.760000,750.890000,,,,
1,79,184,446,753.890000,24914.590000,750.890000,,,,
1,82,185,446,753.890000,25436.150000,750.890000,,,,
1,81,185,446,753.890000,29943.760000,750.890000,,,,
1,80,185,446,753.890000,29931.720000,750.890000,,,,
1,81,186,446,753.890000,29943.760000,750.890000,,,,
1,80,186,446,753.890000,20973.850000,750.890000,,,,
1,121,198,446,738.870000,29234.540000,735.870000,,,,
1,120,198,446,738.870000,28461.840000,735.870000,,,,
1,117,198,446,735.540000,25706.290000,732.540000,,,,
1,111,198,446,737.200000,16878.970000,734.200000,,,,
1,110,198,446,737.200000,19878.670000,734.200000,,,,
1,109,198,446,737.200000,19220.880000,734.200000,,,,
1,101,198,446,744.000000,15282.220000,741.000000,,,,
1,73,198,446,734.550000,25291.270000,731.550000,,,,
1,72,198,446,734.550000,21358.590000,731.550000,,,,
1,123,199,446,738.870000,28120.800000,735.870000,,,,
1,120,199,446,735.000000,29943.760000,732.000000,,,,
1,117,199,446,735.000000,29888.800000,732.000000,,,,
1,114,199,446,733.000000,16363.530000,730.000000,,,,
1,111,199,446,736.000000,23354.790000,733.000000,,,,
1,110,199,446,732.520000,23219.490000,729.520000,,,,
1,73,199,446,734.550000,20004.610000,731.550000,,,,
1,125,200,446,738.870000,24900.790000,735.870000,,,,
1,124,200,446,738.870000,29943.760000,735.870000,,,,
1,123,200,446,737.000000,29943.760000,734.000000,,,,
1,122,200,446,737.000000,29943.760000,734.000000,,,,
1,120,200,446,736.000000,29686.500000,733.000000,,,,
1,89,200,446,747.720000,18547.310000,744.720000,,,,
1,94,201,446,734.550000,28582.650000,731.550000,,,,
1,93,202,446,734.000000,17797.990000,731.000000,,,,
1,112,203,446,734.000000,27555.690000,731.000000,,,,
1,111,203,446,736.000000,29821.640000,733.000000,,,,
1,110,203,446,737.250000,15147.770000,734.250000,,,,
1,89,203,446,750.110000,16015.050000,747.110000,,,,
1,121,204,446,738.660000,17786.040000,735.660000,,,,
1,113,204,446,732.520000,16391.970000,729.520000,,,,
1,112,204,446,734.000000,27076.670000,731.000000,,,,
1,105,204,446,749.810000,23211.440000,746.810000,,,,
1,89,204,446,750.000000,15186.320000,747.000000,,,,
1,105,205,446,744.000000,18983.480000,741.000000,,,,
1,104,205,446,740.000000,21644.360000,737.000000,,,,
1,102,205,446,749.000000,17901.630000,746.000000,,,,
1,121,206,446,733.000000,22280.840000,730.000000,,,,
1,115,206,446,734.000000,16644.170000,731.000000,,,,
1,114,206,446,734.000000,17508.080000,731.000000,,,,
1,112,206,446,736.000000,16950.790000,733.000000,,,,
1,111,206,446,735.000000,29943.760000,732.000000,,,,
1,110,206,446,733.000000,27601.530000,730.000000,,,,
1,103,206,446,741.000000,16909.630000,738.000000,,,,
1,102,206,446,743.000000,29263.740000,740.000000,,,,
1,99,206,446,748.000000,15381.640000,745.000000,,,,
1,126,207,446,735.000000,17988.250000,732.000000,,,,
1,116,207,446,735.000000,15095.560000,732.000000,,,,
1,111,207,446,733.000000,29943.760000,730.000000,,,,
1,110,207,446,733.000000,29943.760000,730.000000,,,,
1,102,207,446,741.170000,16480.580000,738.170000,,,,
1,128,208,446,735.320000,18495.490000,732.320000,,,,
1,127,208,446,733.000000,25527.140000,730.000000,,,,
1,126,208,446,733.000000,22236.840000,730.000000,,,,
1,116,208,446,733.000000,20597.010000,730.000000,,,,
1,115,208,446,734.000000,15194.220000,731.000000,,,,
1,111,208,446,736.000000,25448.650000,733.000000,,,,
1,110,208,446,734.000000,27341.980000,731.000000,,,,
1,105,208,446,740.960000,28234.790000,737.960000,,,,
1,104,208,446,736.000000,29690.790000,733.000000,,,,
1,103,208,446,736.000000,17057.340000,733.000000,,,,
1,100,208,446,747.000000,19385.770000,744.000000,,,,
1,117,209,446,734.720000,21391.630000,731.720000,,,,
1,114,209,446,738.000000,18179.130000,735.000000,,,,
1,113,209,446,742.000000,15576.040000,739.000000,,,,
1,110,209,446,736.000000,24840.380000,733.000000,,,,
1,109,209,446,736.000000,26393.590000,733.000000,,,,
1,106,209,446,738.000000,16013.600000,735.000000,,,,
1,104,209,446,740.960000,17228.210000,737.960000,,,,
1,114,210,446,738.980000,16090.250000,735.980000,,,,
1,113,210,446,738.980000,16359.080000,735.980000,,,,
1,109,210,446,736.000000,18382.800000,733.000000,,,,
1,108,210,446,734.000000,26262.740000,731.000000,,,,
1,107,210,446,737.250000,24985.190000,734.250000,,,,
1,106,210,446,739.890000,26018.820000,736.890000,,,,
1,104,210,446,740.960000,24809.490000,737.960000,,,,
1,103,210,446,736.000000,22109.130000,733.000000,,,,
1,100,210,446,744.000000,17098.590000,741.000000,,,,
1,96,210,446,752.800000,17842.460000,749.800000,,,,
1,77,210,446,739.000000,24362.590000,736.000000,,,,
1,76,210,446,748.110000,17305.710000,745.110000,,,,
1,118,211,446,739.000000,15294.870000,736.000000,,,,
1,106,211,446,735.000000,27719.580000,732.000000,,,,
1,105,211,446,736.000000,29943.760000,733.000000,,,,
1,104,211,446,737.000000,27837.860000,734.000000,,,,
1,102,211,446,737.000000,18044.600000,734.000000,,,,
1,100,211,446,749.000000,21854.710000,746.000000,,,,
1,96,211,446,745.000000,18313.810000,742.000000,,,,
1,118,212,446,740.260000,23588.820000,737.260000,,,,
1,117,212,446,737.000000,26533.940000,734.000000,,,,
1,112,212,446,741.150000,25749.450000,738.150000,,,,
1,111,212,446,737.000000,25748.910000,734.000000,,,,
1,110,212,446,741.150000,22136.190000,738.150000,,,,
1,109,212,446,741.150000,26223.330000,738.150000,,,,
1,105,212,446,734.000000,28246.360000,731.000000,,,,
1,104,212,446,735.000000,29805.010000,732.000000,,,,
1,103,212,446,736.000000,16740.680000,733.000000,,,,
1,102,212,446,739.000000,22867.490000,736.000000,,,,
1,101,212,446,744.640000,29943.760000,741.640000,,,,
1,96,212,446,740.000000,28886.750000,737.000000,,,,
1,125,213,446,735.000000,19255.150000,732.000000,,,,
1,124,213,446,734.000000,26262.970000,731.000000,,,,
1,123,213,446,734.000000,20630.590000,731.000000,,,,
1,122,213,446,733.000000,23953.090000,730.000000,,,,
1,111,213,446,738.000000,23583.530000,735.000000,,,,
1,110,213,446,738.000000,29943.760000,735.000000,,,,
1,109,213,446,737.000000,29943.760000,734.000000,,,,
1,108,213,446,737.000000,29098.930000,734.000000,,,,
1,105,213,446,739.000000,16972.720000,736.000000,,,,
1,104,213,446,736.000000,16437.960000,733.000000,,,,
1,98,213,446,751.000000,22030.100000,748.000000,,,,
1,97,213,446,746.000000,24020.930000,743.000000,,,,
1,96,213,446,741.000000,22152.290000,738.000000,,,,
1,125,214,446,734.170000,20270.760000,731.170000,,,,
1,124,214,446,733.000000,29943.760000,730.000000,,,,
1,123,214,446,733.000000,29943.760000,730.000000,,,,
1,122,214,446,733.000000,29943.760000,730.000000,,,,
1,121,214,446,733.000000,16914.610000,730.000000,,,,
1,111,214,446,740.000000,28838.840000,737.000000,,,,
1,110,214,446,739.000000,29943.760000,736.000000,,,,
1,109,214,446,740.000000,28301.790000,737.000000,,,,
1,108,214,446,739.000000,16349.660000,736.000000,,,,
1,98,214,446,741.000000,16289.480000,738.000000,,,,
1,97,214,446,740.000000,20022.550000,737.000000,,,,
1,125,215,446,734.170000,16142.450000,731.170000,,,,
1,124,215,446,733.000000,29943.760000,730.000000,,,,
1,123,215,446,732.000000,29943.760000,729.000000,,,,
1,122,215,446,731.000000,29943.760000,728.000000,,,,
1,121,215,446,731.000000,24230.660000,728.000000,,,,
1,117,215,446,744.720000,29332.430000,741.720000,,,,
1,115,215,446,743.000000,18992.140000,740.000000,,,,
1,110,215,446,740.000000,19314.860000,737.000000,,,,
1,109,215,446,741.000000,24763.500000,738.000000,,,,
1,105,215,446,763.370000,17707.460000,760.370000,,,,
1,124,216,446,733.000000,29485.810000,730.000000,,,,
1,123,216,446,730.000000,29943.760000,727.000000,,,,
1,122,216,446,730.000000,29943.760000,727.000000,,,,
1,121,216,446,731.000000,29379.260000,728.000000,,,,
1,117,216,446,744.720000,16776.400000,741.720000,,,,
1,115,216,446,741.000000,17542.880000,738.000000,,,,
1,114,216,446,740.000000,20541.900000,737.000000,,,,
1,110,216,446,741.300000,15022.970000,738.300000,,,,
1,123,217,446,733.000000,21872.420000,730.000000,,,,
1,122,217,446,730.000000,25908.580000,727.000000,,,,
1,118,217,446,739.850000,22315.180000,736.850000,,,,
1,117,217,446,739.850000,16693.920000,736.850000,,,,
1,113,217,446,741.940000,16266.250000,738.940000,,,,
1,108,217,446,747.420000,16753.630000,744.420000,,,,
1,119,218,446,738.330000,16292.550000,735.330000,,,,
1,118,218,446,738.990000,20365.130000,735.990000,,,,
1,117,218,446,739.640000,18968.990000,736.640000,,,,
1,115,218,446,741.940000,15913.100000,738.940000,,,,
1,114,218,446,741.940000,28591.390000,738.940000,,,,
1,113,218,446,741.940000,22439.360000,738.940000,,,,
1,112,218,446,742.000000,18302.770000,739.000000,,,,
1,111,218,446,744.150000,17407.360000,741.150000,,,,
1,110,218,446,744.380000,15727.440000,741.380000,,,,
1,109,218,446,746.200000,15022.200000,743.200000,,,,
1,108,218,446,746.270000,29486.580000,743.270000,,,,
1,124,219,446,745.480000,22825.940000,742.480000,,,,
1,123,219,446,740.000000,23836.340000,737.000000,,,,
1,113,219,446,741.000000,20398.320000,738.000000,,,,
1,112,219,446,742.000000,29828.930000,739.000000,,,,
1,111,219,446,743.000000,29943.760000,740.000000,,,,
1,110,219,446,743.000000,23599.550000,740.000000,,,,
1,108,219,446,743.000000,20907.850000,740.000000,,,,
1,124,220,446,744.000000,23557.240000,741.000000,,,,
1,114,220,446,744.000000,20469.460000,741.000000,,,,
1,113,220,446,742.000000,29943.760000,739.000000,,,,
1,112,220,446,742.000000,29943.760000,739.000000,,,,
1,111,220,446,742.000000,25791.760000,739.000000,,,,
1,112,221,446,744.000000,15094.260000,741.000000,,,,
1,108,221,446,744.000000,19497.310000,741.000000,,,,
1,107,221,446,744.000000,18890.500000,741.000000,,,,
1,121,222,446,746.600000,16762.300000,743.600000,,,,
1,120,222,446,745.430000,18476.250000,742.430000,,,,
1,121,223,446,747.850000,19887.020000,744.850000,,,,
1,120,225,446,748.410000,23656.810000,745.410000,,,,
1,113,225,446,755.990000,18185.570000,752.990000,,,,
1,116,199,446,731.000000,29943.760000,728.000000,,,,
1,115,199,446,729.000000,29132.430000,726.000000,,,,
1,116,198,446,735.540000,29640.350000,732.540000,,,,
1,115,198,446,735.540000,28762.410000,732.540000,,,,
1,159,150,448,891.440000,23450.230000,888.440000,,,,
1,158,151,448,891.440000,19605.160000,888.440000,,,,
1,155,151,448,890.250000,21728.610000,887.250000,,,,
1,154,151,448,890.250000,28434.320000,887.250000,,,,
1,150,151,448,898.000000,18694.260000,895.000000,,,,
1,155,152,448,890.250000,24630.730000,887.250000,,,,
1,154,152,448,890.000000,28826.570000,887.000000,,,,
1,149,152,448,899.000000,15429.020000,896.000000,,,,
1,155,153,448,890.250000,24107.630000,887.250000,,,,
1,154,153,448,890.250000,23133.940000,887.250000,,,,
1,155,154,448,890.250000,29404.250000,887.250000,,,,
1,154,154,448,890.250000,29943.760000,887.250000,,,,
1,130,154,448,942.000000,18474.180000,939.000000,,,,
1,155,155,448,890.250000,29943.760000,887.250000,,,,
1,154,155,448,890.000000,29943.760000,887.000000,,,,
1,155,156,448,890.250000,29943.760000,887.250000,,,,
1,154,156,448,890.000000,29943.760000,887.000000,,,,
1,156,157,448,890.250000,18814.760000,887.250000,,,,
1,155,157,448,890.250000,29943.760000,887.250000,,,,
1,154,157,448,890.000000,29457.990000,887.000000,,,,
1,156,158,448,890.250000,24499.800000,887.250000,,,,
1,155,158,448,889.000000,29943.760000,886.000000,,,,
1,154,158,448,890.000000,28611.250000,887.000000,,,,
1,156,159,448,890.250000,29833.220000,887.250000,,,,
1,155,159,448,890.000000,29943.760000,887.000000,,,,
1,154,159,448,890.000000,27143.210000,887.000000,,,,
1,152,159,448,894.000000,29262.900000,891.000000,,,,
1,156,160,448,890.250000,29943.760000,887.250000,,,,
1,155,160,448,890.250000,29943.760000,887.250000,,,,
1,154,160,448,890.250000,16388.980000,887.250000,,,,
1,152,160,448,892.000000,21110.300000,889.000000,,,,
1,152,161,448,892.000000,17266.620000,889.000000,,,,
1,153,162,448,894.000000,16316.920000,891.000000,,,,
1,169,172,448,862.000000,20345.200000,859.000000,,,,
1,164,174,448,883.000000,15972.430000,880.000000,,,,
1,165,175,448,890.000000,27829.430000,887.000000,,,,
1,164,175,448,854.000000,29943.760000,851.000000,,,,
1,163,175,448,872.000000,21250.580000,869.000000,,,,
1,167,176,448,887.000000,19388.910000,884.000000,,,,
1,166,176,448,889.000000,18115.960000,886.000000,,,,
1,165,176,448,889.000000,28573.680000,886.000000,,,,
1,164,176,448,860.000000,27768.410000,857.000000,,,,
1,163,176,448,859.000000,22803.250000,856.000000,,,,
1,167,177,448,872.000000,24757.590000,869.000000,,,,
1,166,177,448,863.000000,29943.760000,860.000000,,,,
1,165,177,448,855.000000,29943.760000,852.000000,,,,
1,164,177,448,865.000000,29943.760000,862.000000,,,,
1,163,177,448,868.000000,26954.710000,865.000000,,,,
1,167,178,448,873.000000,26796.720000,870.000000,,,,
1,166,178,448,857.000000,29943.760000,854.000000,,,,
1,165,178,448,857.000000,29943.760000,854.000000,,,,
1,164,178,448,864.000000,27579.610000,861.000000,,,,
1,161,178,448,881.000000,17840.080000,878.000000,,,,
1,177,179,448,837.000000,15475.390000,834.000000,,,,
1,176,179,448,833.000000,21523.320000,830.000000,,,,
1,167,179,448,870.000000,29943.760000,867.000000,,,,
1,166,179,448,857.000000,29943.760000,854.000000,,,,
1,165,179,448,857.000000,29943.760000,854.000000,,,,
1,164,179,448,860.000000,29806.930000,857.000000,,,,
1,161,179,448,871.000000,29943.760000,868.000000,,,,
1,172,180,448,861.510000,15097.100000,858.510000,,,,
1,167,180,448,870.000000,29784.850000,867.000000,,,,
1,166,180,448,856.000000,29943.760000,853.000000,,,,
1,165,180,448,859.000000,29943.760000,856.000000,,,,
1,164,180,448,860.000000,29943.760000,857.000000,,,,
1,161,180,448,863.000000,15563.090000,860.000000,,,,
1,167,181,448,868.000000,29943.760000,865.000000,,,,
1,166,181,448,858.000000,29943.760000,855.000000,,,,
1,165,181,448,861.000000,29943.760000,858.000000,,,,
1,164,181,448,861.000000,29836.520000,858.000000,,,,
1,180,182,448,833.800000,19866.100000,830.800000,,,,
1,179,182,448,832.000000,28920.090000,829.000000,,,,
1,178,182,448,821.000000,17824.900000,818.000000,,,,
1,180,183,448,833.800000,21970.540000,830.800000,,,,
1,179,183,448,828.000000,29943.760000,825.000000,,,,
1,178,183,448,820.000000,23813.350000,817.000000,,,,
1,180,184,448,829.000000,19487.950000,826.000000,,,,
1,179,184,448,821.000000,20722.880000,818.000000,,,,
1,180,185,448,831.000000,19182.100000,828.000000,,,,
1,196,153,448,893.450000,16582.080000,890.450000,,,,
1,196,154,448,892.000000,23786.440000,889.000000,,,,
1,161,154,448,893.200000,15159.570000,890.200000,,,,
1,163,155,448,893.200000,22274.710000,890.200000,,,,
1,161,155,448,893.200000,19474.460000,890.200000,,,,
1,173,156,448,877.150000,15336.800000,874.150000,,,,
1,184,170,448,819.710000,22590.840000,816.710000,,,,
1,184,171,448,819.710000,27581.600000,816.710000,,,,
1,186,172,448,819.710000,21601.900000,816.710000,,,,
1,185,172,448,819.710000,28780.810000,816.710000,,,,
1,184,172,448,819.710000,16963.900000,816.710000,,,,
1,181,189,450,832.000000,18685.440000,829.000000,,,,
1,181,190,450,827.000000,17707.390000,824.000000,,,,
1,181,191,450,827.000000,20186.440000,824.000000,,,,
1,198,204,450,866.140000,22972.280000,863.140000,,,,
1,203,215,450,770.450000,18438.690000,767.450000,,,,
1,202,215,450,771.420000,25183.340000,768.420000,,,,
1,204,216,450,771.600000,15003.350000,768.600000,,,,
1,203,216,450,769.580000,23253.070000,766.580000,,,,
1,202,216,450,769.580000,29557.640000,766.580000,,,,
1,205,217,450,769.580000,25291.200000,766.580000,,,,
1,204,217,450,769.580000,29943.830000,766.580000,,,,
1,203,217,450,769.580000,29943.680000,766.580000,,,,
1,200,193,452,817.920000,17019.940000,814.920000,,,,
1,195,166,452,866.720000,16631.060000,863.720000,,,,
1,162,5,407,772.000000,845.360000,771.000000,,,,
1,161,5,407,772.000000,845.360000,771.000000,,,,
1,160,5,407,772.000000,845.360000,771.000000,,,,
1,170,13,407,779.000000,328.550000,778.000000,,,,
1,157,2,407,770.100000,2746.590000,769.100000,,,,
1,157,3,407,770.300000,2748.880000,769.300000,,,,
1,157,4,407,771.300000,2750.650000,770.300000,,,,
1,159,5,407,771.620000,845.360000,770.620000,,,,
1,158,5,407,771.620000,845.360000,770.620000,,,,
1,157,5,407,771.460000,2953.400000,770.460000,,,,
1,157,6,407,771.810000,2509.100000,770.810000,,,,
1,157,7,407,771.810000,2510.180000,770.810000,,,,
1,157,8,407,771.810000,2605.310000,770.810000,,,,
1,158,9,407,771.810000,2484.570000,770.810000,,,,
1,157,9,407,771.810000,698.490000,770.810000,,,,
1,159,10,407,772.310000,1790.070000,771.310000,,,,
1,158,10,407,772.140000,1446.190000,771.140000,,,,
1,164,11,407,775.420000,2454.600000,774.420000,,,,
1,163,11,407,775.090000,2447.170000,774.090000,,,,
1,162,11,407,774.760000,2447.170000,773.760000,,,,
1,161,11,407,774.440000,2465.640000,773.440000,,,,
1,160,11,407,773.590000,2715.620000,772.590000,,,,
1,159,11,407,773.120000,1909.960000,772.120000,,,,
1,168,12,407,777.190000,2516.460000,776.190000,,,,
1,157,1,407,770.210000,2738.230000,769.210000,,,,
1,167,2,407,778.650000,871.040000,777.650000,,,,
1,165,11,407,775.750000,2446.630000,774.750000,,,,
1,170,12,407,777.560000,2314.630000,776.560000,,,,
1,167,1,407,779.310000,528.390000,778.310000,,,,
1,167,3,407,777.980000,864.680000,776.980000,,,,
1,163,5,407,773.770000,845.360000,772.770000,,,,
1,169,12,407,777.190000,2639.880000,776.190000,,,,
1,168,1,407,779.460000,790.250000,778.460000,,,,
1,166,5,407,776.290000,846.360000,775.290000,,,,
1,165,5,407,775.230000,936.120000,774.230000,,,,
1,164,5,407,774.500000,845.360000,773.500000,,,,
1,171,13,407,777.710000,2570.890000,776.710000,,,,
1,167,4,407,776.700000,864.680000,775.700000,,,,
1,167,5,407,776.300000,298.190000,775.300000,,,,
1,168,11,407,776.790000,6.060000,775.790000,,,,
1,167,11,407,776.400000,2456.980000,775.400000,,,,
1,166,11,407,776.320000,2446.630000,775.320000,,,,
1,176,23,409,786.000000,2702.660000,785.000000,,,,
1,176,24,409,786.000000,248.600000,785.000000,,,,
1,178,25,409,789.000000,159.750000,788.000000,,,,
1,177,25,409,788.000000,2639.040000,787.000000,,,,
1,177,26,409,788.000000,2926.730000,787.000000,,,,
1,178,27,409,789.000000,283.400000,788.000000,,,,
1,177,27,409,789.000000,4364.260000,788.000000,,,,
1,176,27,409,788.000000,651.350000,787.000000,,,,
1,177,28,409,789.000000,4015.860000,788.000000,,,,
1,176,28,409,789.000000,732.750000,788.000000,,,,
1,177,24,409,787.610000,2554.490000,786.610000,,,,
1,178,28,409,789.670000,244.460000,788.670000,,,,
1,178,29,409,789.670000,3063.020000,788.670000,,,,
1,178,31,409,789.670000,1616.370000,788.670000,,,,
1,179,33,409,789.670000,1438.910000,788.670000,,,,
1,185,34,409,794.680000,605.120000,793.680000,,,,
1,181,34,409,792.340000,39.090000,791.340000,,,,
1,180,34,409,790.550000,2485.190000,789.550000,,,,
1,181,35,409,791.660000,2750.880000,790.660000,,,,
1,180,35,409,791.170000,1613.150000,790.170000,,,,
1,172,14,409,778.230000,1360.490000,777.230000,,,,
1,175,21,409,782.560000,2484.270000,781.560000,,,,
1,176,22,409,784.220000,2358.250000,783.220000,,,,
1,178,30,409,789.670000,2773.180000,788.670000,,,,
1,175,17,409,779.440000,2987.060000,778.440000,,,,
1,175,20,409,781.000000,2572.420000,780.000000,,,,
1,175,22,409,784.220000,355.910000,783.220000,,,,
1,176,26,409,789.670000,833.630000,788.670000,,,,
1,179,32,409,789.670000,2773.640000,788.670000,,,,
1,182,34,409,792.340000,2666.250000,791.340000,,,,
1,172,13,409,777.810000,2304.660000,776.810000,,,,
1,173,14,409,778.230000,1946.530000,777.230000,,,,
1,174,15,409,778.740000,1578.650000,777.740000,,,,
1,173,15,409,778.740000,1647.640000,777.740000,,,,
1,175,16,409,779.370000,911.520000,778.370000,,,,
1,174,16,409,778.940000,3404.830000,777.940000,,,,
1,175,18,409,779.760000,2878.200000,778.760000,,,,
1,175,19,409,779.810000,2495.150000,778.810000,,,,
1,179,31,409,789.670000,2916.610000,788.670000,,,,
1,184,34,409,793.950000,2336.090000,792.950000,,,,
1,183,34,409,793.330000,2229.850000,792.330000,,,,
1,186,33,409,794.900000,2266.570000,793.900000,,,,
1,185,33,409,794.680000,1981.710000,793.680000,,,,
1,180,33,409,790.180000,2352.270000,789.180000,,,,
1,2,11,410,948.000000,339.050000,947.000000,,,,
1,33,17,410,884.000000,707.000000,883.000000,,,,
1,28,17,410,889.000000,463.770000,888.000000,,,,
1,21,18,410,899.000000,465.380000,898.000000,,,,
1,37,19,410,879.000000,144.040000,878.000000,,,,
1,18,19,410,903.000000,466.070000,902.000000,,,,
1,4,11,410,939.700000,473.270000,938.700000,,,,
1,3,11,410,945.070000,467.140000,944.070000,,,,
1,28,16,410,889.690000,289.680000,888.690000,,,,
1,10,16,410,919.120000,378.370000,918.120000,,,,
1,35,17,410,879.880000,879.320000,878.880000,,,,
1,27,17,410,889.810000,466.070000,888.810000,,,,
1,26,17,410,889.830000,379.220000,888.830000,,,,
1,37,18,410,879.740000,795.230000,878.740000,,,,
1,36,18,410,879.830000,685.690000,878.830000,,,,
1,26,18,410,889.840000,498.190000,888.840000,,,,
1,25,18,410,890.500000,465.000000,889.500000,,,,
1,24,18,410,893.970000,465.000000,892.970000,,,,
1,23,18,410,894.780000,478.260000,893.780000,,,,
1,22,18,410,897.280000,466.070000,896.280000,,,,
1,20,18,410,899.820000,565.340000,898.820000,,,,
1,39,19,410,879.410000,819.990000,878.410000,,,,
1,38,19,410,879.740000,911.520000,878.740000,,,,
1,20,19,410,899.900000,270.750000,898.900000,,,,
1,19,19,410,899.900000,466.070000,898.900000,,,,
1,15,20,410,909.690000,465.070000,908.690000,,,,
1,32,16,410,885.070000,826.970000,884.070000,,,,
1,36,17,410,879.880000,224.070000,878.880000,,,,
1,34,17,410,879.910000,793.310000,878.910000,,,,
1,11,17,410,916.950000,450.280000,915.950000,,,,
1,48,19,410,869.540000,1039.760000,868.540000,,,,
1,17,19,410,904.830000,403.900000,903.830000,,,,
1,17,20,410,904.830000,426.130000,903.830000,,,,
1,14,20,410,909.790000,465.070000,908.790000,,,,
1,33,16,410,885.070000,311.150000,884.070000,,,,
1,31,16,410,885.180000,787.030000,884.180000,,,,
1,30,16,410,885.180000,575.530000,884.180000,,,,
1,16,20,410,904.830000,465.070000,903.830000,,,,
1,1,10,410,949.980000,424.370000,948.980000,,,,
1,29,16,410,885.180000,466.530000,884.180000,,,,
1,1,9,410,950.560000,288.070000,949.560000,,,,
1,2,10,410,948.380000,268.680000,947.380000,,,,
1,6,11,410,934.820000,38.710000,933.820000,,,,
1,5,11,410,936.180000,651.810000,935.180000,,,,
1,6,12,410,929.530000,582.590000,928.530000,,,,
1,9,13,410,926.240000,16.940000,925.240000,,,,
1,8,13,410,926.090000,484.930000,925.090000,,,,
1,7,13,410,927.700000,575.990000,926.700000,,,,
1,6,13,410,929.530000,136.450000,928.530000,,,,
1,9,14,410,921.630000,558.360000,920.630000,,,,
1,10,15,410,919.900000,387.040000,918.900000,,,,
1,9,15,410,920.020000,213.640000,919.020000,,,,
1,11,16,410,917.420000,248.520000,916.420000,,,,
1,12,17,410,916.950000,157.450000,915.950000,,,,
1,12,18,410,913.670000,548.930000,912.670000,,,,
1,47,19,410,869.790000,787.410000,868.790000,,,,
1,46,19,410,869.830000,786.490000,868.830000,,,,
1,45,19,410,870.010000,790.480000,869.010000,,,,
1,44,19,410,870.010000,787.870000,869.010000,,,,
1,43,19,410,870.410000,787.180000,869.410000,,,,
1,42,19,410,874.860000,787.030000,873.860000,,,,
1,41,19,410,874.970000,820.680000,873.970000,,,,
1,40,19,410,875.040000,843.750000,874.040000,,,,
1,13,19,410,909.810000,340.970000,908.810000,,,,
1,12,19,410,909.810000,151.550000,908.810000,,,,
1,13,20,410,909.790000,517.580000,908.790000,,,,
1,47,20,411,868.000000,1684.210000,867.000000,,,,
1,46,20,411,867.000000,1228.410000,866.000000,,,,
1,44,23,411,873.000000,1858.370000,872.000000,,,,
1,43,23,411,874.000000,1167.010000,873.000000,,,,
1,42,23,411,874.000000,976.670000,873.000000,,,,
1,39,23,411,877.000000,976.670000,876.000000,,,,
1,38,23,411,878.000000,976.670000,877.000000,,,,
1,3,23,411,923.000000,716.120000,922.000000,,,,
1,2,23,411,927.000000,715.970000,926.000000,,,,
1,42,24,411,874.000000,963.260000,873.000000,,,,
1,46,21,411,869.850000,1644.650000,868.850000,,,,
1,45,21,411,869.870000,525.320000,868.870000,,,,
1,45,22,411,869.870000,2125.130000,868.870000,,,,
1,45,23,411,874.820000,1022.820000,873.820000,,,,
1,41,23,411,874.820000,976.670000,873.820000,,,,
1,40,23,411,874.820000,976.670000,873.820000,,,,
1,37,23,411,879.800000,976.670000,878.800000,,,,
1,36,23,411,879.830000,976.670000,878.830000,,,,
1,35,23,411,879.830000,976.670000,878.830000,,,,
1,34,23,411,880.940000,976.670000,879.940000,,,,
1,33,23,411,884.820000,976.670000,883.820000,,,,
1,32,23,411,884.820000,976.670000,883.820000,,,,
1,31,23,411,884.850000,976.600000,883.850000,,,,
1,30,23,411,889.780000,976.600000,888.780000,,,,
1,29,23,411,889.820000,913.820000,888.820000,,,,
1,15,23,411,908.610000,233.490000,907.610000,,,,
1,14,23,411,909.350000,746.170000,908.350000,,,,
1,4,23,411,920.280000,717.880000,919.280000,,,,
1,29,24,411,889.800000,140.660000,888.800000,,,,
1,28,24,411,890.730000,1303.690000,889.730000,,,,
1,27,24,411,891.110000,53.810000,890.110000,,,,
1,24,24,411,894.890000,299.420000,893.890000,,,,
1,23,24,411,894.890000,985.410000,893.890000,,,,
1,22,24,411,899.550000,626.740000,898.550000,,,,
1,12,24,411,909.890000,520.880000,908.890000,,,,
1,27,25,411,891.110000,1177.970000,890.110000,,,,
1,26,25,411,891.110000,993.540000,890.110000,,,,
1,25,25,411,894.760000,977.440000,893.760000,,,,
1,24,25,411,894.840000,1178.200000,893.840000,,,,
1,22,25,411,898.840000,367.800000,897.840000,,,,
1,21,25,411,899.760000,976.750000,898.760000,,,,
1,20,25,411,899.760000,1036.850000,898.760000,,,,
1,19,25,411,900.050000,1031.020000,899.050000,,,,
1,18,25,411,900.410000,976.670000,899.410000,,,,
1,17,25,411,904.860000,976.670000,903.860000,,,,
1,16,25,411,904.860000,986.410000,903.860000,,,,
1,15,25,411,904.860000,526.170000,903.860000,,,,
1,13,23,411,909.870000,728.390000,908.870000,,,,
1,15,24,411,904.860000,832.410000,903.860000,,,,
1,5,24,411,919.900000,268.450000,918.900000,,,,
1,12,23,411,909.890000,203.220000,908.890000,,,,
1,9,24,411,914.790000,718.040000,913.790000,,,,
1,6,24,411,919.600000,718.570000,918.600000,,,,
1,5,23,411,920.170000,972.380000,919.170000,,,,
1,1,23,411,929.480000,715.890000,928.480000,,,,
